srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,proto_encoded,state_encoded,service_encoded,srcip_encoded,dstip_encoded
12,48961.0,18,2854.0,0.0,0.0,0.141947,4862.0,77300.0,31.0,29.0,7.0,36.0,0.0,270805.3125,4305945.0,84.0,86.0,255.0,255.0,2782629065.0,2799178280.0,58.0,899.0,0.0,0.0,0.0,93.135104,1421943572.0,1421943572.0,1.706313,1.663318,0.000694,0.000561,0.000133,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,6.0,1.0,1.0,1.0,0,2.0,2.0,3.0,13,19
2,1043.0,2,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424252179.0,1424252179.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,23.0,23.0,11.0,11.0,11.0,11.0,23.0,0,1.0,3.0,1.0,3,3
17,57263.0,19,27517.0,0.0,0.0,0.039838,4550.0,72164.0,31.0,29.0,7.0,33.0,0.0,902053.3125,14310357.0,78.0,80.0,255.0,255.0,4261144055.0,2111877638.0,58.0,902.0,0.0,0.0,29.851322,29.294663,1424235657.0,1424235657.0,0.520053,0.502987,0.000727,0.000595,0.000132,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,8.0,4.0,3.0,5.0,1.0,1.0,2.0,0,2.0,2.0,3.0,18,20
3,1043.0,3,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424233587.0,1424233587.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,33.0,33.0,15.0,15.0,15.0,15.0,33.0,0,1.0,3.0,1.0,4,4
11,36162.0,8,80.0,0.0,0.0,1.019073,1684.0,8668.0,31.0,29.0,3.0,4.0,0.0,12277.8252,64050.36719,14.0,17.0,255.0,255.0,2564602664.0,2567005271.0,120.0,510.0,1.0,3924.0,8765.490827,7921.517709,1421937984.0,1421937985.0,78.362921,63.505314,0.003162,0.002985,0.000177,0.0,0.0,1.0,0.0,0.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,0,2.0,2.0,4.0,12,9
2,9914.0,15,80.0,0.0,0.0,2.804705,330638.0,1902.0,62.0,252.0,125.0,1.0,0.0,939412.9375,5302.518555,256.0,44.0,255.0,255.0,21405172.0,433131901.0,1292.0,43.0,1.0,0.0,1328.781442,83.297891,1424254882.0,1424254885.0,10.797585,63.665188,0.153269,0.067099,0.08617,0.0,1.0,1.0,0.04522246535375638,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0,2.0,2.0,3.0,3,16
0,2023.0,10,33236.0,0.0,0.0,0.113037,2646.0,24316.0,31.0,29.0,7.0,15.0,0.0,182807.4063,1681856.375,42.0,44.0,255.0,255.0,3083303736.0,938228238.0,63.0,553.0,0.0,0.0,175.26864,172.439752,1421931682.0,1421931682.0,2.748951,2.615605,0.000905,0.000556,0.000349,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0,2.0,2.0,3.0,1,11
10,44570.0,13,42373.0,0.0,0.0,0.017272,2974.0,33668.0,31.0,29.0,7.0,18.0,0.0,1349235.875,15282539.0,48.0,50.0,255.0,255.0,2660047765.0,2678323330.0,62.0,673.0,0.0,0.0,19.473847,18.830825,1424252201.0,1424252201.0,0.359745,0.348292,0.000687,0.000551,0.000136,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,3.0,7.0,2.0,2.0,1.0,1.0,2.0,0,2.0,2.0,3.0,11,14
13,28437.0,18,44287.0,0.0,0.0,0.221885,8928.0,320.0,31.0,29.0,4.0,1.0,0.0,298929.625,9626.608398,14.0,6.0,255.0,255.0,1183607285.0,1573879920.0,638.0,53.0,0.0,0.0,1573.763451,67.4835,1421950438.0,1421950439.0,17.068077,44.133,0.001207,0.00108,0.000127,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,1.0,1.0,2.0,0,2.0,2.0,6.0,14,19
1,63387.0,1,6881.0,0.0,0.0,2.39431,13662.0,548216.0,31.0,29.0,21.0,197.0,0.0,45457.77344,1827549.5,238.0,438.0,255.0,255.0,2287617587.0,171298022.0,57.0,1252.0,0.0,0.0,2424.354409,1777.939832,1421949040.0,1421949043.0,10.101185,5.47786,0.000676,0.000474,0.000202,0.0,0.0,0.0,0.0,0.0,11.0,8.0,2.0,3.0,1.0,1.0,1.0,0,2.0,2.0,3.0,2,2
3,1043.0,14,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424246182.0,1424246182.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,39.0,39.0,23.0,22.0,22.0,22.0,39.0,0,1.0,3.0,1.0,4,15
3,47439.0,3,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424232299.0,1424232299.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,20.0,20.0,18.0,18.0,18.0,18.0,20.0,0,1.0,3.0,1.0,4,4
7,1043.0,7,53.0,0.0,0.0,3e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,352000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424247528.0,1424247528.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,40.0,40.0,23.0,23.0,23.0,23.0,40.0,0,1.0,3.0,1.0,8,8
12,6456.0,0,21.0,0.0,0.0,0.348736,2934.0,3742.0,31.0,29.0,11.0,15.0,0.0,66021.28906,84258.58594,52.0,54.0,255.0,255.0,2547815118.0,403411039.0,56.0,69.0,0.0,0.0,1017.662071,41.36518,1421950179.0,1421950179.0,6.831628,6.569812,0.000671,0.000532,0.000139,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,4.0,0,2.0,2.0,2.0,13,1
3,47439.0,3,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424232543.0,1424232543.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,0,1.0,3.0,1.0,4,4
3,1043.0,3,53.0,0.0,0.0,5e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,91200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424230791.0,1424230791.0,0.005,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0,1.0,3.0,1.0,4,4
1,30170.0,20,51318.0,0.0,0.0,0.02096,2974.0,30516.0,31.0,29.0,7.0,18.0,0.0,1111832.125,11414504.0,48.0,50.0,255.0,255.0,3321489645.0,3321782753.0,62.0,610.0,0.0,0.0,27.555104,25.927989,1424241203.0,1424241203.0,0.448717,0.415531,0.000716,0.00059,0.000126,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0,2.0,2.0,3.0,2,21
3,57486.0,14,80.0,0.0,0.0,0.238376,958.0,1268.0,62.0,252.0,2.0,2.0,0.0,28962.64648,37252.07031,10.0,8.0,255.0,255.0,1972584552.0,3439072877.0,96.0,159.0,1.0,209.0,1470.374628,54.845168,1424236072.0,1424236073.0,26.486222,32.393857,0.053231,0.007207,0.046024,0.0,1.0,1.0,0.04522246535375638,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0,2.0,4.0,4,15
3,1043.0,3,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424230827.0,1424230827.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,25.0,25.0,7.0,7.0,7.0,7.0,25.0,0,1.0,3.0,1.0,4,4
12,2750.0,0,51140.0,0.0,0.0,0.043839,2438.0,19502.0,31.0,29.0,7.0,13.0,0.0,433221.5625,3469969.75,38.0,40.0,255.0,255.0,3717104665.0,1598422408.0,64.0,488.0,0.0,0.0,71.262904,69.878203,1424240066.0,1424240066.0,1.176324,1.108667,0.000738,0.000598,0.00014,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,5.0,12.0,5.0,5.0,1.0,1.0,2.0,0,2.0,2.0,3.0,13,1
8,28548.0,20,53.0,0.0,0.0,0.000998,146.0,178.0,31.0,29.0,0.0,0.0,0.0,585170.3125,713426.8125,2.0,2.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,0.0,0.0,1421953205.0,1421953205.0,0.011,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,0,1.0,1.0,1.0,9,21
0,25524.0,1,54854.0,0.0,0.0,0.012021,2230.0,13358.0,31.0,29.0,7.0,11.0,0.0,1440812.0,8642875.0,34.0,36.0,255.0,255.0,3183335613.0,1034017363.0,66.0,371.0,0.0,0.0,24.370298,23.336171,1421947735.0,1421947735.0,0.365562,0.327857,0.000655,0.000538,0.000117,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,0,2.0,2.0,3.0,1,2
6,1043.0,6,53.0,0.0,0.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424261859.0,1424261859.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,22.0,22.0,17.0,17.0,17.0,17.0,22.0,0,1.0,3.0,1.0,7,7
4,48581.0,18,46582.0,0.0,0.0,0.041813,2854.0,29114.0,31.0,29.0,7.0,17.0,0.0,534187.9375,5449405.5,46.0,46.0,255.0,255.0,3524397876.0,3553638454.0,62.0,633.0,0.0,0.0,60.3717,60.082004,1421945055.0,1421945055.0,0.922067,0.914311,0.00082,0.000666,0.000154,0.0,0.0,0.0,0.0,0.0,12.0,20.0,27.0,8.0,4.0,4.0,4.0,0,2.0,2.0,3.0,5,19
13,52306.0,19,53.0,0.0,0.0,0.001077,130.0,162.0,31.0,29.0,0.0,0.0,0.0,482822.625,601671.25,2.0,2.0,0.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,0.0,0.0,1424228319.0,1424228319.0,0.009,0.007,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,0,1.0,1.0,1.0,14,20
2,3396.0,9,143.0,0.0,0.0,0.93684,1442.0,102092.0,62.0,252.0,6.0,44.0,0.0,11878.22852,862328.6875,28.0,92.0,255.0,255.0,1402761799.0,2378507057.0,52.0,1110.0,0.0,0.0,1699.473129,940.851477,1424228519.0,1424228519.0,34.697777,10.3266,0.051381,0.006821,0.04456,0.0,1.0,0.2914540816326531,0.04522246535375638,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0,2.0,3.0,3,10
3,25006.0,16,23520.0,0.0,0.0,6e-06,90.0,0.0,254.0,0.0,1.0,0.0,0.0,59999996.0,0.0,2.0,0.0,255.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1421933138.0,1421933138.0,0.006,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,16.0,14.0,2.0,3.0,1.0,1.0,2.0,0,2.0,4.0,3.0,4,17
0,58363.0,10,53.0,0.0,0.0,0.001061,146.0,178.0,31.0,29.0,0.0,0.0,0.0,550424.125,671065.0,2.0,2.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,0.0,0.0,1424240048.0,1424240048.0,0.009,0.007,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,11
6,1043.0,9,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424223306.0,1424223306.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,26.0,26.0,8.0,8.0,8.0,8.0,26.0,0,1.0,3.0,1.0,7,10
2,1043.0,3,53.0,0.0,0.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1421932469.0,1421932469.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,14.0,3.0,3.0,3.0,3.0,3.0,0,1.0,3.0,1.0,3,4
3,1043.0,3,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424230514.0,1424230514.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,47.0,47.0,47.0,47.0,47.0,37.0,47.0,0,1.0,3.0,1.0,4,4
2,47163.0,2,80.0,0.0,0.0,1.166996,878.0,5146.0,62.0,252.0,2.0,3.0,0.0,5422.469238,32342.86914,10.0,12.0,255.0,255.0,826753495.0,4014398504.0,88.0,429.0,0.0,0.0,8429.914946,6693.884973,1424242380.0,1424242382.0,129.595111,102.193729,0.128458,0.042856,0.085602,0.0,1.0,0.2914540816326531,0.04522246535375638,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0,2.0,4.0,3,3
6,47439.0,6,53.0,0.0,0.0,1e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,456000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424261668.0,1424261668.0,0.001,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,31.0,31.0,15.0,14.0,14.0,14.0,31.0,0,1.0,3.0,1.0,7,7
2,43684.0,9,111.0,0.0,0.0,1.214492,564.0,354.0,254.0,252.0,2.0,1.0,0.0,3346.255127,2042.006104,10.0,8.0,255.0,255.0,2371103201.0,4237126074.0,56.0,44.0,0.0,0.0,7951.409678,241.535094,1424251641.0,1424251642.0,132.979778,162.384281,0.174943,0.077793,0.09715,0.0,1.0,0.2914540816326531,0.04522246535375638,0.0,1.0,3.0,2.0,15.0,1.0,1.0,1.0,0,2.0,2.0,3.0,3,10
3,12577.0,9,80.0,0.0,0.0,0.226564,822.0,1624.0,62.0,252.0,2.0,2.0,0.0,26129.48242,50175.66797,10.0,8.0,255.0,255.0,4170989616.0,3971125779.0,82.0,203.0,1.0,402.0,1297.17402,55.589184,1424222325.0,1424222325.0,25.173778,29.002715,0.060325,0.013728,0.046597,0.0,1.0,1.0,0.04522246535375638,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,2.0,2.0,4.0,4,10
2,0.0,6,0.0,0.0,0.0,3.3e-05,200.0,0.0,254.0,0.0,0.0,0.0,0.0,24242424.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1424237365.0,1424237365.0,0.033,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,0,4.0,3.0,3.0,3,7
3,1043.0,14,53.0,0.0,0.0,1e-05,114.0,0.0,254.0,0.0,0.0,0.0,0.0,45600000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424245864.0,1424245864.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,38.0,38.0,37.0,38.0,37.0,20.0,38.0,0,1.0,3.0,1.0,4,15
10,47242.0,4,25.0,0.0,0.0,0.475812,37292.0,3380.0,31.0,29.0,18.0,8.0,0.0,614948.75,55484.10156,52.0,42.0,255.0,255.0,1177222757.0,3323639164.0,717.0,80.0,0.0,0.0,776.29214,25.375197,1424256046.0,1424256047.0,9.323,11.592756,0.000638,0.000503,0.000135,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,0,2.0,2.0,5.0,11,5
2,47439.0,2,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424252005.0,1424252005.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,28.0,28.0,9.0,9.0,9.0,5.0,28.0,0,1.0,3.0,1.0,3,3
2,47439.0,3,53.0,0.0,0.0,1e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,456000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424238635.0,1424238635.0,0.001,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,31.0,31.0,7.0,7.0,7.0,7.0,31.0,0,1.0,3.0,1.0,3,4
0,64828.0,10,53.0,0.0,0.0,0.001072,146.0,178.0,31.0,29.0,0.0,0.0,0.0,544776.125,664179.125,2.0,2.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,0.0,0.0,1421941002.0,1421941002.0,0.011,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,11
0,23260.0,13,143.0,0.0,0.0,0.037383,7816.0,15660.0,31.0,29.0,30.0,32.0,0.0,1658935.875,3324719.75,122.0,126.0,255.0,255.0,3392853234.0,3390240638.0,64.0,124.0,0.0,0.0,21.150544,17.278875,1424247521.0,1424247521.0,0.319138,0.29771,0.000578,0.000462,0.000116,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,4.0,6.0,3.0,2.0,1.0,1.0,2.0,0,2.0,2.0,3.0,1,14
2,1043.0,3,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424238549.0,1424238549.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,28.0,28.0,20.0,20.0,20.0,20.0,28.0,0,1.0,3.0,1.0,3,4
5,1043.0,7,53.0,0.0,0.0,7e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,150857136.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424233088.0,1424233088.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0,1.0,3.0,1.0,6,8
6,1043.0,9,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424225704.0,1424225704.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,11.0,11.0,8.0,8.0,8.0,8.0,11.0,0,1.0,3.0,1.0,7,10
3,26324.0,11,445.0,0.0,0.0,1.160803,2004.0,736.0,254.0,252.0,3.0,2.0,0.0,12660.20215,4438.307129,12.0,8.0,255.0,255.0,3921516069.0,2328562435.0,167.0,92.0,0.0,0.0,5927.431945,216.119687,1424255933.0,1424255935.0,100.744729,144.764141,0.189142,0.147453,0.041689,0.0,1.0,0.2914540816326531,0.04522246535375638,0.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0,2.0,2.0,3.0,4,12
0,11951.0,10,111.0,0.0,0.0,0.004774,568.0,304.0,31.0,29.0,0.0,0.0,0.0,713866.75,382069.5313,4.0,4.0,0.0,0.0,0.0,0.0,142.0,76.0,0.0,0.0,1.834707,1.444148,1424236934.0,1424236934.0,1.299333,1.028667,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,14.0,9.0,5.0,6.0,1.0,1.0,5.0,0,1.0,1.0,3.0,1,11
12,31607.0,19,21.0,0.0,0.0,1.117749,2934.0,3740.0,31.0,29.0,11.0,15.0,0.0,20598.54297,26274.23633,52.0,54.0,255.0,255.0,1852503345.0,1853474042.0,56.0,69.0,0.0,0.0,1900.488402,72.598914,1421933781.0,1421933782.0,21.91047,21.080566,0.00072,0.000476,0.000244,0.0,0.0,0.0,0.0,0.0,10.0,10.0,7.0,5.0,1.0,1.0,3.0,0,2.0,2.0,3.0,13,20
2,47439.0,3,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424240069.0,1424240069.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0,1.0,3.0,1.0,3,4
2,47439.0,3,53.0,0.0,0.0,1e-05,114.0,0.0,254.0,0.0,0.0,0.0,0.0,45600000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424238880.0,1424238880.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,35.0,35.0,20.0,21.0,20.0,20.0,35.0,0,1.0,3.0,1.0,3,4
11,41263.0,20,53.0,0.0,0.0,0.001146,146.0,178.0,31.0,29.0,0.0,0.0,0.0,509598.5938,621291.4375,2.0,2.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,0.0,0.0,1421953869.0,1421953869.0,0.011,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,2.0,1.0,2.0,0,1.0,1.0,1.0,12,21
8,54942.0,10,56499.0,0.0,0.0,0.001826,520.0,304.0,31.0,29.0,0.0,0.0,0.0,1708652.75,998904.6875,4.0,4.0,0.0,0.0,0.0,0.0,130.0,76.0,0.0,0.0,0.679529,0.327163,1421941558.0,1421941558.0,0.484,0.236333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,4.0,4.0,1.0,1.0,3.0,0,1.0,1.0,3.0,9,11
12,55178.0,10,55353.0,0.0,0.0,0.073575,3598.0,49642.0,31.0,29.0,7.0,24.0,0.0,384804.625,5310717.0,60.0,62.0,255.0,255.0,4159923640.0,4162033210.0,60.0,801.0,0.0,0.0,78.658785,76.093792,1421942611.0,1421942612.0,1.241339,1.198082,0.00062,0.000485,0.000135,0.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,3.0,1.0,1.0,2.0,0,2.0,2.0,3.0,13,11
3,53331.0,3,179.0,0.0,0.0,0.417587,900.0,556.0,254.0,252.0,5.0,3.0,0.0,16169.08496,9598.0,16.0,10.0,255.0,255.0,285265151.0,3031055131.0,56.0,56.0,0.0,0.0,1385.482183,49.163453,1424244031.0,1424244031.0,27.780999,39.563,0.083853,0.061511,0.022342,0.0,1.0,0.2914540816326531,0.04522246535375638,0.0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,0,2.0,2.0,3.0,4,4
17,35757.0,20,53.0,0.0,0.0,0.001059,132.0,164.0,31.0,29.0,0.0,0.0,0.0,498583.5625,619452.3125,2.0,2.0,0.0,0.0,0.0,0.0,66.0,82.0,0.0,0.0,0.0,0.0,1424241766.0,1424241766.0,0.001,0.009,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,0,1.0,1.0,1.0,18,21
11,17876.0,0,53.0,0.0,0.0,0.000983,132.0,164.0,31.0,29.0,0.0,0.0,0.0,537131.1875,667344.8125,2.0,2.0,0.0,0.0,0.0,0.0,66.0,82.0,0.0,0.0,0.0,0.0,1421964011.0,1421964011.0,0.007,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,0,1.0,1.0,1.0,12,1
1,54351.0,0,53.0,0.0,0.0,0.001072,130.0,162.0,31.0,29.0,0.0,0.0,0.0,485074.625,604477.625,2.0,2.0,0.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,0.0,0.0,1421967963.0,1421967963.0,0.011,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,2,1
2,1043.0,2,53.0,0.0,0.0,1e-05,114.0,0.0,254.0,0.0,0.0,0.0,0.0,45600000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424254376.0,1424254376.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,0,1.0,3.0,1.0,3,3
3,1043.0,14,53.0,0.0,0.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424246373.0,1424246373.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,38.0,38.0,29.0,28.0,28.0,18.0,38.0,0,1.0,3.0,1.0,4,15
9,45430.0,6,445.0,0.0,0.0,0.581844,590.0,268.0,254.0,252.0,2.0,1.0,0.0,7300.92627,3079.863525,10.0,6.0,255.0,255.0,2003564015.0,1202040186.0,59.0,45.0,0.0,0.0,3248.095683,174.048812,1424240421.0,1424240421.0,62.105111,103.082797,0.155257,0.06642,0.088837,0.0,1.0,0.2914540816326531,0.04522246535375638,0.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,0,2.0,2.0,3.0,10,7
