srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.2,17289,149.171.126.1,25,tcp,FIN,0.488993,37288,3276,31,29,18,8,-,598307.125,52270.6875,52,40,255,255,2416164201,2417205254,717,82,0,0,892.219832,30.073461,1421945440,1421945440,9.580568,12.523436,0.00072,0.000577,0.000143,0,0,0,0,0,7,6,4,5,2,2,2,,0
59.166.0.6,11616,149.171.126.8,111,udp,CON,0.004807,568,312,31,29,0,0,-,708966.0625,389432.0625,4,4,0,0,0,0,142,78,0,0,1.753627,1.524051,1421965759,1421965759,1.247,1.085667,0,0,0,0,0,0,0,0,14,9,8,7,2,1,5,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,1.00E-06,114,0,254,0,0,0,dns,456000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424259550,1424259550,0.001,0,0,0,0,0,2,,, ,16,16,16,16,16,16,16,Generic,1
59.166.0.1,21413,149.171.126.9,5704,udp,CON,0.001586,544,304,31,29,0,0,-,2058007.625,1150063.125,4,4,0,0,0,0,136,76,0,0,0.562149,0.286614,1424225835,1424225835,0.401,0.204667,0,0,0,0,0,,, ,8,6,3,5,1,1,3,,0
175.45.176.3,47439,149.171.126.15,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424244919,1424244919,0.003,0,0,0,0,0,2,,, ,23,23,17,17,17,17,23,Generic,1
59.166.0.8,64360,149.171.126.0,16329,tcp,FIN,0.022399,2750,27886,31,29,7,16,-,960042.8125,9743292,44,46,255,255,1826046294,1845801233,63,606,0,0,32.189479,31.375739,1424246487,1424246487,0.525571,0.485133,0.000701,0.000565,0.000136,0,0,,, ,4,11,3,2,1,1,2,,0
59.166.0.2,14871,149.171.126.9,12775,tcp,FIN,0.011518,2334,16438,31,29,7,12,-,1576662.625,11117208,36,38,255,255,4149457890,4158998141,65,433,0,0,23.116686,21.182746,1421972430,1421972430,0.339455,0.306167,0.000623,0.00049,0.000133,0,0,0,0,0,12,6,2,5,1,1,1,,0
59.166.0.3,24207,149.171.126.8,19525,tcp,FIN,0.04594,2750,27620,31,29,7,16,-,468088.8125,4705267.5,44,46,255,255,4027830936,1882758739,63,600,0,0,78.728462,80.44013,1424226000,1424226000,1.060651,1.008778,0.000886,0.000544,0.000342,0,0,,, ,7,11,5,7,1,1,2,,0
59.166.0.2,36726,149.171.126.7,111,udp,CON,0.004359,568,304,31,29,0,0,-,781830.6875,418444.5938,4,4,0,0,0,0,142,76,0,0,1.623764,1.353167,1421939343,1421939343,1.159667,0.963333,0,0,0,0,0,0,0,0,4,4,2,2,1,1,2,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,7.00E-06,114,0,254,0,0,0,dns,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,1424240225,1424240225,0.007,0,0,0,0,0,2,,, ,20,20,20,21,20,20,20,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424231104,1424231104,0.009,0,0,0,0,0,2,,, ,22,22,22,22,22,22,22,Generic,1
175.45.176.1,47439,149.171.126.14,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424252858,1424252858,0.008,0,0,0,0,0,2,,, ,19,19,18,18,18,18,19,Generic,1
59.166.0.2,37548,149.171.126.1,80,tcp,FIN,1.161231,1684,10168,31,29,3,5,http,10774.77246,66164.26563,14,18,255,255,2754787458,2755658993,120,565,1,3924,8835.166923,7739.622658,1421940938,1421940939,89.298077,68.274176,0.000713,0.000563,0.00015,0,0,1,0,0,1,2,1,8,1,1,1,,0
59.166.0.2,63767,149.171.126.1,53,udp,CON,0.001075,146,178,31,29,0,0,dns,543255.8125,662325.5625,2,2,0,0,0,0,73,89,0,0,0,0,1424228609,1424228609,0.009,0.007,0,0,0,0,0,,, ,2,1,2,4,1,1,3,,0
175.45.176.1,0,149.171.126.10,0,sep,INT,1.00E-06,200,0,254,0,0,0,-,800000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424237286,1424237286,0.001,0,0,0,0,0,2,,, ,5,5,1,4,1,1,5,Backdoor,1
59.166.0.5,63914,149.171.126.2,143,tcp,FIN,0.032336,7814,15030,31,29,30,32,-,1917367.625,3689015.25,122,126,255,255,1606041324,3756647221,64,119,0,0,16.843188,14.683745,1424244296,1424244297,0.273479,0.25432,0.000683,0.000543,0.00014,0,0,,, ,8,5,1,1,1,1,2,,0
59.166.0.4,48743,149.171.126.6,80,tcp,FIN,1.005573,1684,10168,31,29,3,5,http,12442.65625,76406.1875,14,18,255,255,3320941610,3317790289,120,565,1,3924,8765.550146,7674.408333,1421963079,1421963080,77.324154,59.122353,0.000638,0.000489,0.000149,0,0,1,0,0,4,1,4,7,2,1,4,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424251886,1424251886,0.008,0,0,0,0,0,2,,, ,12,12,12,12,12,12,12,Generic,1
175.45.176.3,0,149.171.126.19,0,unas,INT,7.00E-06,200,0,254,0,0,0,-,114285712,0,2,0,0,0,0,0,100,0,0,0,0,0,1424230374,1424230374,0.007,0,0,0,0,0,2,,, ,1,1,1,2,1,1,1,Exploits,1
59.166.0.5,34379,149.171.126.1,53,udp,CON,0.001026,146,178,31,29,0,0,dns,569200.75,693957.125,2,2,0,0,0,0,73,89,0,0,0,0,1424251428,1424251428,0.006,0.002,0,0,0,0,0,,, ,3,3,1,2,1,1,1,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.10E-05,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932421,1421932421,0.011,0,0,0,0,0,2,0,0,0,14,14,3,3,3,3,3,Generic,1
59.166.0.5,42682,149.171.126.6,6881,tcp,FIN,0.784631,1540,1644,31,29,4,4,-,14722.84375,15834.19434,16,18,255,255,306713895,2529164811,96,91,0,0,3425.541741,85.311406,1424240611,1424240612,52.285334,46.123883,0.000922,0.000524,0.000398,0,0,,, ,13,11,9,8,8,1,11,,0
59.166.0.2,12618,149.171.126.3,38185,tcp,FIN,0.086691,2254,17350,31,29,6,5,-,202097.1094,1555409.5,35,35,255,255,4039879452,4056567144,64,496,0,0,143.620112,152.4253,1421932575,1421932575,2.539441,2.534912,0.000618,0.000499,0.000119,0,0,0,0,0,4,6,3,2,1,1,2,,0
175.45.176.2,3882,149.171.126.15,111,tcp,FIN,0.660549,564,354,254,252,2,1,-,6152.458008,3754.452881,10,8,255,255,3633274348,657416696,56,44,0,0,5592.856672,130.196781,1424245870,1424245871,71.476,86.87057,0.098758,0.052448,0.04631,0,1,,, ,1,1,18,1,1,1,1, Reconnaissance ,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424260210,1424260210,0.008,0,0,0,0,0,2,,, ,30,30,17,18,17,17,30,Generic,1
175.45.176.1,2070,149.171.126.13,135,tcp,FIN,0.324316,1612,268,254,252,2,1,-,35792.25391,5525.475098,10,6,255,255,917336477,3586285997,161,45,0,0,1890.638977,85.096148,1421929665,1421929666,34.249,51.850398,0.121299,0.065061,0.056238,0,1,0,0,0,8,8,2,2,2,1,2, Fuzzers,1
59.166.0.5,51075,149.171.126.6,80,tcp,FIN,1.004765,1580,10168,31,29,3,5,http,11537.02539,76467.63281,12,18,255,255,794359066,795340755,132,565,1,3924,9994.677921,7674.351854,1424249399,1424249400,100.440797,59.072881,0.000657,0.00052,0.000137,0,0,1,, ,1,2,4,5,1,1,3,,0
59.166.0.3,12612,149.171.126.6,53,udp,CON,0.000978,146,178,31,29,0,0,dns,597137,728016.375,2,2,0,0,0,0,73,89,0,0,0,0,1424232740,1424232740,0.001,0.002,0,0,0,0,0,,, ,1,1,3,7,1,1,2,,0
175.45.176.2,0,149.171.126.17,0,unas,INT,3.00E-06,200,0,254,0,0,0,-,266666656,0,2,0,0,0,0,0,100,0,0,0,0,0,1424258842,1424258842,0.003,0,0,0,0,0,2,,, ,5,5,1,2,1,1,5,DoS,1
59.166.0.6,41737,149.171.126.7,48138,tcp,FIN,0.002899,320,1942,31,29,1,2,ftp-data,736805.8125,4691273,6,8,255,255,3977488794,3981343058,53,243,0,0,28.340547,0.531283,1421950110,1421950110,0.5138,0.337714,0.000665,0.000532,0.000133,0,0,0,0,0,3,3,4,5,1,1,4,,0
59.166.0.4,36557,149.171.126.5,53,udp,CON,0.000986,130,162,31,29,0,0,dns,527383.3125,657200.75,2,2,0,0,0,0,65,81,0,0,0,0,1424229922,1424229922,0.008,0.004,0,0,0,0,0,,, ,4,5,5,4,1,1,6,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424238603,1424238603,0.004,0,0,0,0,0,2,,, ,39,39,18,18,18,18,39,Generic,1
175.45.176.3,47439,149.171.126.15,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424244678,1424244678,0.009,0,0,0,0,0,2,,, ,45,45,40,40,40,11,45,Generic,1
59.166.0.7,4128,149.171.126.0,80,tcp,FIN,1.004756,1580,10168,31,29,3,5,http,11537.12988,76468.32031,12,18,255,255,826935683,828017154,132,565,1,0,9529.012452,7675.716137,1421968677,1421968678,91.30782,59.069884,0.000721,0.000563,0.000158,0,0,1,0,0,2,2,1,2,2,1,1,,0
59.166.0.4,15664,149.171.126.0,14921,tcp,FIN,0.110878,4238,66552,31,29,7,30,-,301592.75,4736954,72,74,255,255,3648401519,1499100372,59,899,0,0,96.007438,93.370331,1424246548,1424246548,1.579371,1.511781,0.000625,0.000511,0.000114,0,0,,, ,5,7,3,3,1,1,1,,0
59.166.0.5,4424,149.171.126.6,53,udp,CON,0.001073,146,178,31,29,0,0,dns,544268.375,663560.125,2,2,0,0,0,0,73,89,0,0,0,0,1421968534,1421968534,0.006,0.009,0,0,0,0,0,0,0,0,2,2,4,3,2,1,1,,0
175.45.176.1,7479,149.171.126.17,18549,tcp,REQ,7.996897,360,0,254,0,7,0,-,315.122223,0,8,0,255,0,0,0,45,0,0,0,2127.25175,0,1424261321,1424261329,1142.413875,0,0,0,0,0,6,,, ,36,32,7,7,2,2,32,,0
175.45.176.2,61278,149.171.126.14,445,tcp,FIN,0.79445,1060,796,254,252,3,2,-,9787.90332,7220.089355,12,10,255,255,3307634073,2716203701,88,80,0,0,4381.465097,121.54543,1424233535,1424233536,68.803455,79.086445,0.112781,0.082664,0.030117,0,1,,, ,2,1,1,1,1,1,1, Fuzzers ,1
59.166.0.7,31037,149.171.126.7,29616,tcp,FIN,0.422604,4592,3080,31,29,7,7,-,83823.15625,56374.28906,28,30,255,255,2246308836,2275582532,164,103,0,0,868.990515,22.044521,1421945647,1421945647,15.640408,14.553034,0.000714,0.000561,0.000153,0,0,0,0,0,4,9,7,4,3,3,4,,0
175.45.176.1,58373,149.171.126.18,21,tcp,FIN,3.888338,1252,1636,62,252,7,9,ftp,2468.921143,3213.712402,24,22,255,255,2416992954,2440661630,52,74,0,0,8675.73051,291.388937,1424234761,1424234765,169.008094,179.718531,0.170845,0.114248,0.056597,0,1,,1,1,1,1,3,2,1,1,2,Exploits,1
59.166.0.0,46422,149.171.126.7,53,udp,CON,0.001152,146,178,31,29,0,0,dns,506944.4375,618055.5625,2,2,0,0,0,0,73,89,0,0,0,0,1421950058,1421950058,0.006,0.009,0,0,0,0,0,0,0,0,4,2,4,2,2,1,1,,0
59.166.0.1,8567,149.171.126.0,7661,tcp,FIN,0.039929,4862,82360,31,29,7,36,-,962708.8125,16309550,84,86,255,255,2701661752,2701980783,58,958,0,0,24.815147,24.469296,1424257480,1424257480,0.482963,0.473566,0.000753,0.000614,0.000139,0,0,,, ,7,10,3,3,1,1,7,,0
59.166.0.8,29574,149.171.126.4,57963,tcp,FIN,0.004878,4248,2456,31,29,7,7,-,6579746,3804838.25,18,18,255,255,3730468324,1588275175,236,136,0,0,13.245662,0.332549,1421961706,1421961706,0.268353,0.257882,0.000625,0.000489,0.000136,0,0,0,0,0,5,8,5,3,1,1,3,,0
175.45.176.0,47439,149.171.126.12,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424223515,1424223515,0.009,0,0,0,0,0,2,,, ,16,16,9,9,9,9,16,Generic,1
149.171.126.10,1043,175.45.176.0,53,udp,INT,4.00E-06,264,0,60,0,0,0,dns,264000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424260239,1424260239,0.004,0,0,0,0,0,0,,, ,16,16,16,16,16,16,16,,0
59.166.0.6,58966,149.171.126.3,53,udp,CON,0.001119,146,178,31,29,0,0,dns,521894.5313,636282.375,2,2,0,0,0,0,73,89,0,0,0,0,1421968813,1421968813,0.011,0.011,0,0,0,0,0,0,0,0,1,1,3,5,1,1,1,,0
59.166.0.7,30891,149.171.126.8,80,tcp,FIN,1.068181,1684,10168,31,29,3,5,http,11713.37012,71927.88281,14,18,255,255,331248229,2482294692,120,565,1,3924,8781.303275,7689.847978,1424238868,1424238869,82.141613,62.804059,0.000643,0.000511,0.000132,0,0,1,, ,1,3,1,1,1,1,1,,0
175.45.176.2,44824,149.171.126.15,143,tcp,FIN,1.371432,1102,29006,62,252,6,16,-,6107.484863,164505.4219,20,36,255,255,3499377410,838804498,55,806,0,0,3546.863147,2639.895748,1424236127,1424236128,72.180628,36.99183,0.116199,0.04287,0.073329,0,1,,, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,5.00E-06,114,0,254,0,0,0,dns,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239497,1424239497,0.005,0,0,0,0,0,2,,, ,21,21,19,19,19,19,22,Generic,1
59.166.0.1,22075,149.171.126.4,25,tcp,FIN,0.043132,37860,3380,31,29,19,8,smtp,6892145,612074.5625,54,42,255,255,280547360,281672541,701,80,0,0,54.875651,2.375575,1424253489,1424253489,0.823019,1.04061,0.000576,0.000464,0.000112,0,0,,, ,1,2,5,4,1,1,1,,0
175.45.176.0,42450,149.171.126.11,21,tcp,FIN,2.974923,1272,1660,62,252,7,9,ftp,3278.068115,4262.29541,24,22,255,255,2076530081,2297578678,53,75,0,0,7570.068162,270.16875,1424223515,1424223518,129.304346,137.461328,0.149647,0.088227,0.06142,0,1,,1,1,1,1,2,2,1,1,2,Exploits,1
59.166.0.2,29920,149.171.126.7,25,tcp,FIN,0.021255,37258,3380,31,29,18,8,smtp,13753752,1242060.75,52,42,255,255,1901784728,1902803990,717,80,0,0,22.56598,0.891255,1424242271,1424242271,0.410098,0.50522,0.000679,0.000538,0.000141,0,0,,, ,1,1,2,1,1,1,1,,0
175.45.176.0,57448,149.171.126.18,8089,tcp,CON,0.590762,172,86,254,60,1,1,-,1746.896362,582.298767,4,2,255,255,3893237186,2110203670,43,43,0,0,10783.77221,0,1424256645,1424256645,196.920667,0.001,0.590749,0.142067,0.448682,0,0,,, ,4,3,1,1,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239397,1424239397,0.009,0,0,0,0,0,2,,, ,34,34,34,35,34,19,34,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424230706,1424230706,0.008,0,0,0,0,0,2,,, ,25,25,7,7,7,7,25,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,2.00E-06,114,0,254,0,0,0,dns,228000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424259346,1424259346,0.002,0,0,0,0,0,2,,, ,16,16,16,18,16,16,16,Generic,1
59.166.0.8,58020,149.171.126.1,22,tcp,FIN,0.026557,12960,13202,31,29,35,33,ssh,3874534,3945023.75,132,124,255,255,318628731,2469116694,98,106,0,0,13.887335,12.857195,1421938951,1421938951,0.204285,0.211926,0.000701,0.000562,0.000139,0,0,0,0,0,1,1,3,5,1,1,1,,0
175.45.176.3,1043,149.171.126.15,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424246049,1424246049,0.004,0,0,0,0,0,2,,, ,25,25,15,15,15,15,25,Generic,1
59.166.0.6,41377,149.171.126.0,9668,tcp,FIN,0.021956,2750,25956,31,29,7,15,-,979413.375,9232283,44,42,255,255,1940301802,4107591549,63,618,0,0,33.676436,34.039073,1421930564,1421930564,0.502721,0.522073,0.000695,0.000544,0.000151,0,0,0,0,0,7,3,3,4,1,1,2,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232210,1424232210,0.009,0,0,0,0,0,2,,, ,28,28,17,16,16,16,28,Generic,1
175.45.176.0,65206,149.171.126.16,135,tcp,FIN,0.360342,588,268,254,252,2,1,-,11766.59961,4973.053223,10,6,255,255,3649236634,888746109,59,45,0,0,1984.06951,83.004836,1424251735,1424251735,39.938778,60.310199,0.096841,0.058787,0.038054,0,1,,, ,3,3,2,2,2,1,3, Fuzzers ,1
59.166.0.7,33606,149.171.126.4,50865,tcp,CON,0.059389,4290,63450,32,29,7,30,-,570071.9375,8424995,73,70,255,255,2742353123,2754046673,59,906,0,0,47.63981,47.233007,1421936027,1421936027,0.824847,0.804841,0.00068,0.000546,0.000134,0,0,0,0,0,3,8,3,2,1,1,1,,0
59.166.0.1,49508,149.171.126.0,45510,tcp,FIN,0.311805,424,8824,31,29,1,4,ftp-data,9518.769531,207539.9688,8,12,255,255,3903850513,2104028163,53,735,0,0,2660.282783,2107.457508,1424223116,1424223116,44.490286,28.294182,0.000691,0.000567,0.000124,0,0,,, ,6,6,5,5,1,1,4,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239656,1424239656,0.004,0,0,0,0,0,2,,, ,20,20,22,21,20,20,20,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239408,1424239408,0.01,0,0,0,0,0,2,,, ,25,25,20,21,20,20,25,Generic,1
59.166.0.8,64231,149.171.126.0,46109,tcp,FIN,0.557164,424,8824,31,29,1,4,ftp-data,5326.977051,116145.3359,8,12,255,255,2589245847,3483189195,53,735,0,0,5008.103713,3981.921047,1424246554,1424246555,79.545145,50.604272,0.00064,0.000515,0.000125,0,0,,, ,3,3,5,8,1,1,6,,0
149.171.126.18,1043,175.45.176.3,53,udp,INT,3.00E-06,264,0,60,0,0,0,dns,352000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424232010,1424232010,0.003,0,0,0,0,0,0,,, ,38,38,17,17,17,17,38,,0
59.166.0.4,12580,149.171.126.9,5190,tcp,FIN,0.006726,2054,2478,31,29,6,6,-,2332441.25,2824858.75,22,24,255,255,135341127,135654915,93,103,0,0,20.50159,14.764628,1424232103,1424232103,0.335316,0.264826,0.00077,0.000627,0.000143,0,0,,, ,6,8,7,4,1,1,4,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239908,1424239908,0.009,0,0,0,0,0,2,,, ,24,24,24,24,24,24,24,Generic,1
175.45.176.2,21789,149.171.126.11,111,udp,INT,3.00E-06,168,0,254,0,0,0,-,224000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1424260188,1424260188,0.003,0,0,0,0,0,2,,, ,5,1,1,3,1,1,1, Reconnaissance ,1
59.166.0.6,62520,149.171.126.1,25,tcp,FIN,0.499594,37300,3380,31,29,18,8,smtp,585803.6875,52842.90625,52,42,255,255,846184999,847921246,717,80,0,0,774.806844,29.564598,1421969060,1421969060,9.788588,12.172,0.000674,0.000538,0.000136,0,0,0,0,0,1,1,6,4,1,1,1,,0
175.45.176.1,0,149.171.126.17,0,unas,INT,3.00E-06,200,0,254,0,0,0,-,266666656,0,2,0,0,0,0,0,100,0,0,0,0,0,1424244425,1424244425,0.003,0,0,0,0,0,2,,, ,7,7,4,5,3,3,10,Backdoor,1
59.166.0.6,55561,149.171.126.8,25,tcp,FIN,0.055777,37574,3276,31,29,18,8,smtp,5285619.5,458253.4063,52,40,255,255,522608355,2669051884,723,82,0,0,129.720862,4.293938,1424234788,1424234788,1.131429,1.41641,0.000659,0.000534,0.000125,0,0,,, ,1,2,7,6,1,1,4,,0
59.166.0.0,39584,149.171.126.8,10700,tcp,FIN,0.020969,3390,43918,31,29,7,22,-,1270446.875,16466594,56,58,255,255,2918390396,769117615,61,757,0,0,20.243965,19.820542,1421963616,1421963616,0.374982,0.357579,0.000712,0.000575,0.000137,0,0,0,0,0,5,5,3,6,1,1,1,,0
175.45.176.3,47439,149.171.126.15,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424245814,1424245814,0.004,0,0,0,0,0,2,,, ,28,28,15,15,14,14,29,Generic,1
59.166.0.8,22879,149.171.126.3,80,tcp,FIN,1.092025,1684,10168,31,29,3,5,http,11457.61231,70357.35938,14,18,255,255,3383120770,1234520212,120,565,1,3924,8789.546982,7697.31696,1424230069,1424230070,83.973541,64.209588,0.000597,0.000459,0.000138,0,0,1,, ,2,2,10,2,1,1,3,,0
59.166.0.7,53930,149.171.126.6,7226,tcp,FIN,0.268356,8928,320,31,29,4,1,ftp-data,247164.2188,7959.576172,14,6,255,255,369981846,2849581440,638,53,0,0,1775.259186,73.502492,1421940888,1421940888,20.642769,53.534199,0.000705,0.000567,0.000138,0,0,0,0,0,3,3,3,2,1,1,2,,0
59.166.0.2,18174,149.171.126.7,53,udp,CON,0.001012,146,178,31,29,0,0,dns,577075.0625,703557.3125,2,2,0,0,0,0,73,89,0,0,0,0,1424245354,1424245354,0.009,0.007,0,0,0,0,0,,, ,3,4,5,2,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,6.00E-06,114,0,254,0,0,0,dns,76000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424238702,1424238702,0.006,0,0,0,0,0,2,,, ,44,44,48,46,44,24,46,Generic,1
175.45.176.3,47439,149.171.126.15,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424246332,1424246332,0.003,0,0,0,0,0,2,,, ,18,18,18,20,17,17,18,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424224554,1424224554,0.009,0,0,0,0,0,2,,, ,17,17,8,8,8,8,17,Generic,1
59.166.0.1,47012,149.171.126.0,80,tcp,FIN,1.004787,1580,10168,31,29,3,5,-,11536.77344,76465.96094,12,18,255,255,2782790950,638499504,132,565,0,0,9529.032785,7675.110705,1421933758,1421933759,91.312635,59.072294,0.000698,0.000553,0.000145,0,0,0,0,0,4,10,3,1,1,1,1,,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424231094,1424231094,0.009,0,0,0,0,0,2,,, ,18,18,18,18,18,18,18,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424237456,1424237456,0.009,0,0,0,0,0,2,,, ,41,41,17,17,17,17,41,Generic,1
175.45.176.3,47439,149.171.126.18,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424231863,1424231863,0.004,0,0,0,0,0,2,,, ,51,51,42,42,42,18,51,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.20E-05,114,0,254,0,0,0,dns,38000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931020,1421931020,0.012,0,0,0,0,0,2,0,0,0,10,10,3,3,3,3,3,Generic,1
59.166.0.5,55341,149.171.126.9,53,udp,CON,0.001139,146,178,31,29,0,0,dns,512730.4375,625109.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421942844,1421942844,0.01,0.009,0,0,0,0,0,0,0,0,4,4,4,6,3,2,2,,0
10.40.85.1,0,224.0.0.5,0,ospf,REQ,0,256,0,1,0,0,0,-,51.195522,0,4,0,0,0,0,0,64,0,0,0,2.236188,0,1421971161,1421971191,10000.879,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,2,,0
59.166.0.4,63646,149.171.126.1,34764,tcp,FIN,0.105812,3926,56022,31,29,7,27,-,292367.5938,4173364.25,66,68,255,255,663862959,2829968307,59,824,0,0,0,90.938998,1424238346,1424238346,1.623,1.57206,0.000604,0.000481,0.000123,0,0,,, ,3,3,5,4,1,1,1,,0
59.166.0.6,53581,149.171.126.6,53,udp,CON,0.001184,146,178,31,29,0,0,dns,493243.2188,601351.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927619,1421927619,0.01,0.008,0,0,0,0,0,0,0,0,4,4,2,4,2,1,1,,0
59.166.0.3,35737,149.171.126.4,80,tcp,FIN,1.014143,1684,10168,31,29,3,5,http,12337.51074,75760.52344,14,18,255,255,508735871,509766821,120,565,1,3924,8769.364493,7691.1271,1421960315,1421960316,77.978075,59.627647,0.000602,0.000469,0.000133,0,0,1,0,0,1,2,3,5,1,1,2,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,2.00E-06,114,0,254,0,0,0,dns,228000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424260907,1424260907,0.002,0,0,0,0,0,2,,, ,27,27,16,16,16,16,27,Generic,1
175.45.176.3,1043,149.171.126.15,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424246225,1424246225,0.003,0,0,0,0,0,2,,, ,39,39,16,17,16,16,39,Generic,1
175.45.176.1,0,149.171.126.10,0,unas,INT,8.00E-06,200,0,254,0,0,0,-,100000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424237424,1424237424,0.008,0,0,0,0,0,2,,, ,6,6,2,17,2,2,6, Fuzzers ,1
175.45.176.3,61701,149.171.126.13,60984,tcp,FIN,0.958685,364,1250,62,252,1,2,ftp-data,2661.979736,9129.171875,8,8,255,255,3671999878,3626677920,46,156,0,0,9531.109582,268.698062,1424232488,1424232489,136.955,127.139,0.116007,0.046095,0.069912,0,1,,, ,1,1,1,2,1,1,1,Exploits,1
