srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
3,1706,2,64,0,2,1e-05,1582,0,254,0,0,0,2,632800000.0,0.0,2,0,0,0,0,0,791,0,0,0,0.0,0.0,1424228758,1424228758,0.01,0.0,0.0,0.0,0.0,0,2,,,2,26,26,14,14,14,1,26,1
2,5,2,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254155,1424254155,0.003,0.0,0.0,0.0,0.0,0,2,,,2,23,23,18,18,18,18,23,1
1,1707,12,4,1,1,1.004754,1580,10168,31,29,3,5,3,11537.15332,76468.47656,12,18,255,255,2558802451,2559988755,132,565,1,0,9528.385832,7675.456005,1421952584,1421952585,91.308727,59.073473,0.000645,0.000499,0.000146,0,0,1.0,0.0,0,1,2,2,2,1,1,1,0
8,1708,1,30,1,1,0.009485,3728,5578,31,29,7,7,6,3046494.5,4524196.0,32,26,255,255,1461434391,1461712348,117,215,0,0,19.408544,0.436975,1421928075,1421928075,0.305968,0.34656,0.000727,0.000581,0.000146,0,0,0.0,0.0,0,2,1,2,3,1,1,1,0
12,1709,13,0,0,0,0.001047,146,178,31,29,0,0,0,557784.125,680038.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421968681,1421968681,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,3,1,5,2,1,1,2,0
2,2,2,0,0,2,1e-06,114,0,254,0,0,0,0,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251677,1424251677,0.001,0.0,0.0,0.0,0.0,0,2,,,2,29,29,11,11,11,11,29,1
2,8,9,6,74,2,3e-06,200,0,254,0,0,0,2,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930713,1421930713,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,14,13,4,7,4,4,4,1
6,5,6,0,0,2,7e-06,114,0,254,0,0,0,0,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260600,1424260600,0.007,0.0,0.0,0.0,0.0,0,2,,,2,27,27,4,4,4,4,27,1
3,5,14,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424245660,1424245660,0.008,0.0,0.0,0.0,0.0,0,2,,,2,39,39,40,40,39,17,40,1
7,2,7,0,0,2,6e-06,264,0,60,0,0,0,0,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424246618,1424246618,0.006,0.0,0.0,0.0,0.0,0,0,,,2,20,20,20,20,20,20,20,0
0,1710,4,9,1,1,0.680947,3848,19084,31,29,11,15,2,44314.75391,219893.7656,50,52,255,255,4227768001,2078492707,77,367,0,0,1180.981584,1159.045567,1424242579,1424242580,13.889633,13.339746,0.000754,0.000611,0.000143,0,0,,,2,1,5,3,1,1,1,2,0
2,5,3,0,0,2,4e-06,114,0,254,0,0,0,0,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424239620,1424239620,0.004,0.0,0.0,0.0,0.0,0,2,,,2,44,44,20,21,20,20,45,1
4,1711,18,0,0,0,0.00106,146,178,31,29,0,0,0,550943.375,671698.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421959281,1421959281,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,3,2,2,3,2,1,1,0
13,1712,20,7,1,1,2.354149,13142,548216,31,29,21,197,2,44466.17188,1858726.75,228,438,255,255,3316607707,3334003750,58,1252,0,0,2145.217608,1561.223862,1421965961,1421965963,10.369295,5.384549,0.001307,0.001094,0.000213,0,0,0.0,0.0,0,16,11,7,6,2,1,2,0
6,1713,17,354,0,2,9e-06,1098,0,254,0,0,0,2,487999968.0,0.0,2,0,0,0,0,0,549,0,0,0,0.0,0.0,1424258740,1424258740,0.009,0.0,0.0,0.0,0.0,0,2,,,2,1,1,1,1,1,1,1,1
6,1714,24,622,1,1,0.227225,748,268,254,252,2,1,2,23729.7832,7886.456055,10,6,255,255,224078461,1231928631,75,45,0,0,1189.313843,57.019813,1424250989,1424250989,23.256444,40.248199,0.084459,0.025968,0.058491,0,1,,,2,1,1,1,1,1,1,1,1
6,1715,16,26,1,1,0.500307,578,354,254,252,2,1,2,8330.884766,4956.956055,10,8,255,255,1939697263,1208987279,58,44,0,0,3624.738192,114.550875,1424226891,1424226892,55.589667,60.37057,0.121942,0.06218,0.059762,0,1,,,2,10,10,3,3,3,1,10,1
4,1716,0,623,1,1,0.012266,2558,23320,31,29,7,14,2,1627262.375,14847546.0,40,42,255,255,4158520301,2023563947,64,555,0,0,0.0,17.077689,1424254605,1424254605,0.297462,0.28622,0.00068,0.000528,0.000152,0,0,,,2,2,5,7,2,1,1,1,0
17,1717,19,8,1,1,0.021423,37454,3380,31,29,18,8,4,13717593.0,1232320.375,52,42,255,255,3669496945,1521012544,720,80,0,0,22.636817,0.873893,1424259919,1424259920,0.430449,0.508415,0.000735,0.000574,0.000161,0,0,,,2,1,1,3,4,1,1,2,0
3,5,3,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231674,1424231674,0.008,0.0,0.0,0.0,0.0,0,2,,,2,24,24,19,19,18,18,26,1
17,1718,8,624,1,1,0.083906,2750,26510,31,29,7,16,2,256286.7969,2474960.0,44,48,255,255,2764096378,2764388075,63,552,0,0,130.774513,125.665133,1424232294,1424232294,1.944186,1.773064,0.000701,0.000563,0.000138,0,0,,,2,2,5,6,3,1,1,2,0
4,1719,8,625,1,1,0.078004,4238,66846,31,29,7,30,2,428695.9375,6763037.5,72,74,255,255,4017782790,1868533899,59,903,0,0,68.016398,66.72788,1421958012,1421958013,1.094239,1.059603,0.000803,0.000642,0.000161,0,0,0.0,0.0,0,4,4,2,4,1,1,1,0
14,1720,12,626,1,1,0.031993,4222,64342,31,29,7,30,2,1041227.688,15871721.0,72,74,255,255,2656022274,2656274082,59,869,0,0,23.167661,22.833436,1421972223,1421972223,0.446099,0.430849,0.000672,0.000534,0.000138,0,0,0.0,0.0,0,4,7,2,4,1,1,1,0
23,8,29,6,5,0,33.776672,56,92,0,0,0,0,2,6.631796,10.895093,2,2,0,0,0,0,28,46,0,0,8.219069,0.0,1424256910,1424256944,33776.552,33776.52,0.0,0.0,0.0,0,0,,,2,1,1,1,1,1,1,1,0
6,2,9,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424225663,1424225663,0.003,0.0,0.0,0.0,0.0,0,2,,,2,17,17,8,8,8,8,17,1
11,1721,8,0,0,0,0.001032,146,178,31,29,0,0,0,565891.5,689922.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424226136,1424226136,0.008,0.007,0.0,0.0,0.0,0,0,,,2,4,1,1,4,2,1,2,0
11,1722,20,627,1,1,0.117703,4014,59460,31,29,7,28,2,268812.1875,3983653.75,68,70,255,255,1574311352,1595729308,59,849,0,0,0.0,92.326897,1421927610,1421927610,1.75191,1.697826,0.0007,0.00055,0.00015,0,0,0.0,0.0,0,8,8,1,2,1,1,1,0
3,2,3,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231288,1424231288,0.009,0.0,0.0,0.0,0.0,0,2,,,2,43,44,43,43,43,25,43,1
8,1723,19,18,1,1,0.488767,7814,15030,31,29,30,32,2,126849.8047,244059.0313,122,126,255,255,2504167560,2505969076,64,119,0,0,395.599691,387.20169,1424243800,1424243801,4.139212,3.895144,0.00203,0.001868,0.000162,0,0,,,2,3,4,3,3,1,1,1,0
11,1724,1,9,1,1,0.005603,2054,2478,31,29,6,6,2,2799928.5,3391040.5,22,24,255,255,3831621897,3831902768,93,103,0,0,15.286966,13.065282,1421933681,1421933681,0.250619,0.218652,0.000707,0.000563,0.000144,0,0,0.0,0.0,0,11,9,1,3,1,1,1,0
13,1725,20,628,1,1,0.318539,4456,2976,31,29,7,7,2,107917.7109,72079.08594,28,28,255,255,1858533841,4007392896,159,106,0,0,700.589153,18.634262,1421929082,1421929082,11.785519,11.779333,0.000627,0.000493,0.000134,0,0,0.0,0.0,0,19,5,7,7,1,1,4,0
3,2,3,0,0,2,4e-06,114,0,254,0,0,0,0,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233420,1424233420,0.004,0.0,0.0,0.0,0.0,0,2,,,2,43,43,43,43,43,25,43,1
14,1726,10,10,0,0,0.433184,568,304,31,29,0,0,2,7867.32666,4210.681641,4,4,0,0,0,0,142,76,0,0,196.581813,184.744375,1421966703,1421966704,139.005328,130.638,0.0,0.0,0.0,0,0,0.0,0.0,0,11,12,8,3,1,1,2,0
11,1727,4,4,1,1,1.007366,1580,10168,31,29,3,5,3,11507.23828,76270.19531,12,18,255,255,916790071,3063229284,132,565,0,0,9534.577534,7683.023989,1424234610,1424234611,91.544817,59.22712,0.000622,0.000501,0.000121,0,0,,,2,1,2,2,4,1,1,4,0
2,5,2,0,0,2,7e-06,114,0,254,0,0,0,0,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252974,1424252974,0.007,0.0,0.0,0.0,0.0,0,2,,,2,34,34,35,34,34,18,34,1
6,2,6,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259136,1424259136,0.009,0.0,0.0,0.0,0.0,0,2,,,2,33,33,18,17,17,17,33,1
1,1728,4,629,1,1,0.013775,2438,20194,31,29,7,13,2,1378729.5,11435208.0,38,40,255,255,1543429603,1543736843,64,505,0,0,25.313451,22.802887,1424227310,1424227310,0.384857,0.346737,0.000733,0.00059,0.000143,0,0,,,2,4,7,4,3,1,1,2,0
6,2,9,0,0,2,1e-05,114,0,254,0,0,0,0,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424224283,1424224283,0.01,0.0,0.0,0.0,0.0,0,2,,,2,20,20,8,8,8,8,20,1
1,1729,12,4,1,1,0.003995,1052,824,31,29,2,2,3,1844305.375,1485857.375,8,10,255,255,1897618722,4044066142,132,82,1,83,32.643648,0.671971,1424245736,1424245736,0.523429,0.369889,0.000787,0.000662,0.000125,0,0,1.0,,2,1,1,1,5,1,1,1,0
2,5,3,0,0,2,5e-06,114,0,254,0,0,0,0,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424240000,1424240000,0.005,0.0,0.0,0.0,0.0,0,2,,,2,28,28,4,4,4,4,28,1
2,5,2,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251821,1424251821,0.009,0.0,0.0,0.0,0.0,0,2,,,2,19,19,19,19,19,9,19,1
6,1730,3,10,1,1,0.654355,564,354,254,252,2,1,2,6210.696289,3789.991699,10,8,255,255,2844174067,1661456290,56,44,0,0,5316.727849,137.5765,1424220075,1424220076,70.958778,90.773859,0.056212,0.018934,0.037278,0,1,,,2,1,1,1,1,1,1,1,1
5,2,5,0,0,2,7e-06,264,0,60,0,0,0,0,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424237651,1424237651,0.007,0.0,0.0,0.0,0.0,0,0,,,2,19,19,14,14,14,14,19,0
14,1731,12,8,1,1,0.0249,37914,3380,31,29,19,8,4,11955662.0,1060241.0,54,42,255,255,3604799939,1460573495,702,80,0,0,27.477342,1.160159,1421928727,1421928727,0.463113,0.593317,0.000699,0.00057,0.000129,0,0,0.0,0.0,0,1,1,3,3,1,1,2,0
6,2,9,0,0,2,6e-06,114,0,254,0,0,0,0,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223622,1424223622,0.006,0.0,0.0,0.0,0.0,0,2,,,2,29,29,8,8,8,8,29,1
1,1732,20,0,0,0,0.001015,130,162,31,29,0,0,0,512315.25,638423.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421938054,1421938054,0.002,0.004,0.0,0.0,0.0,0,0,0.0,0.0,0,1,3,3,2,1,1,1,0
6,2,6,0,0,2,6e-06,114,0,254,0,0,0,0,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260919,1424260919,0.006,0.0,0.0,0.0,0.0,0,2,,,2,33,33,17,17,17,17,33,1
5,5,5,0,0,2,9e-06,264,0,60,0,0,0,0,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424238979,1424238979,0.009,0.0,0.0,0.0,0.0,0,0,,,2,10,10,10,10,10,5,10,0
4,1733,13,8,1,1,0.674834,37552,3380,31,29,18,8,4,436611.0625,39120.73047,52,42,255,255,3088959633,982403185,722,80,0,0,1066.919768,34.270434,1421958090,1421958090,13.225039,16.445756,0.000708,0.000554,0.000154,0,0,0.0,0.0,0,2,3,4,3,2,2,2,0
12,1734,18,0,0,0,0.001044,146,178,31,29,0,0,0,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424236549,1424236549,0.009,0.007,0.0,0.0,0.0,0,0,,,2,4,1,1,2,2,1,1,0
6,2,6,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260489,1424260489,0.008,0.0,0.0,0.0,0.0,0,2,,,2,18,18,17,17,17,17,18,1
2,8,15,6,3,2,4e-06,200,0,254,0,0,0,2,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244426,1424244426,0.004,0.0,0.0,0.0,0.0,0,2,,,2,7,7,5,5,4,4,10,1
2,5,3,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238833,1424238833,0.009,0.0,0.0,0.0,0.0,0,2,,,2,33,33,20,20,20,20,33,1
2,5,2,0,0,2,1e-06,114,0,254,0,0,0,0,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255065,1424255065,0.001,0.0,0.0,0.0,0.0,0,2,,,2,23,23,11,11,11,6,23,1
1,1735,8,0,0,0,0.000967,130,162,31,29,0,0,0,537745.5625,670113.75,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424258770,1424258770,0.008,0.005,0.0,0.0,0.0,0,0,,,2,2,4,2,5,1,1,2,0
14,1736,10,630,1,1,0.028036,2854,31354,31,29,7,17,2,796689.9375,8760451.0,46,48,255,255,2847031558,697712571,62,653,0,0,38.477446,36.790491,1421967696,1421967696,0.615556,0.584702,0.000691,0.000548,0.000143,0,0,0.0,0.0,0,7,8,5,4,1,1,1,0
2,5,3,0,0,2,2.2e-05,114,0,254,0,0,0,0,20727272.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424239531,1424239531,0.022,0.0,0.0,0.0,0.0,0,2,,,2,43,43,19,19,19,19,43,1
6,1737,9,12,0,2,1e-05,104,0,254,0,0,0,2,41600000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424249824,1424249824,0.01,0.0,0.0,0.0,0.0,0,2,,,2,12,7,2,3,3,1,8,0
2,5,3,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238328,1424238328,0.003,0.0,0.0,0.0,0.0,0,2,,,2,16,16,16,16,16,16,16,1
17,1738,18,631,1,1,0.008339,2230,14952,31,29,7,11,2,2076987.625,13946037.0,34,36,255,255,389569959,389822882,66,415,0,0,14.650948,13.146581,1424226463,1424226463,0.242121,0.228529,0.000697,0.000563,0.000134,0,0,,,2,5,3,2,2,1,1,2,0
9,1739,11,26,1,1,0.52718,486,268,254,252,2,1,2,6646.686035,3399.218262,10,6,255,255,4154229156,2202472849,49,45,0,0,2865.764381,137.295906,1424248533,1424248534,58.575556,88.976,0.143994,0.08151,0.062484,0,1,,,2,7,7,2,2,2,1,7,0
2,2,3,0,0,2,1e-05,114,0,254,0,0,0,0,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238763,1424238763,0.01,0.0,0.0,0.0,0.0,0,2,,,2,31,31,33,34,31,18,31,1
8,1740,12,10,0,0,0.004833,568,312,31,29,0,0,2,705152.125,387337.0625,4,4,0,0,0,0,142,78,0,0,1.789923,1.538193,1421947971,1421947971,1.268667,1.096667,0.0,0.0,0.0,0,0,0.0,0.0,0,4,6,3,4,1,1,3,0
7,5,7,0,0,2,7e-06,264,0,60,0,0,0,0,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424246004,1424246004,0.007,0.0,0.0,0.0,0.0,0,0,,,2,44,44,44,44,44,21,44,0
11,718,12,632,1,1,0.012333,2558,23268,31,29,7,14,2,1618422.125,14733804.0,40,42,255,255,2400509970,255451718,64,554,0,0,17.514311,15.859357,1421965544,1421965544,0.306231,0.284659,0.000828,0.000651,0.000177,0,0,0.0,0.0,0,10,10,4,8,1,1,1,0
13,1741,18,633,1,1,0.017373,2766,25812,31,29,7,16,2,1245150.625,11627699.0,44,46,255,255,1255929991,1256191863,63,561,0,0,0.0,21.751987,1421943287,1421943287,0.395,0.374,0.000662,0.000539,0.000123,0,0,0.0,0.0,0,8,12,1,3,1,1,1,0
14,1742,1,4,1,1,1.139062,1684,10168,31,29,3,5,3,10984.47656,67451.99219,14,18,255,255,44696029,2191112147,120,565,1,3924,8844.865216,7744.931569,1421934806,1421934807,87.590538,66.973353,0.000675,0.000509,0.000166,0,0,1.0,0.0,0,2,3,3,3,1,1,2,0
17,1743,0,634,1,1,0.016029,2854,31444,31,29,7,17,2,1393474.25,15366648.0,46,48,255,255,436562821,2586431046,62,655,0,0,19.058215,18.195087,1424245504,1424245504,0.3535,0.32817,0.000749,0.000596,0.000153,0,0,,,2,10,3,1,2,1,1,1,0
1,1744,1,0,0,0,0.001117,146,178,31,29,0,0,0,522829.0,637421.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424258418,1424258418,0.009,0.006,0.0,0.0,0.0,0,0,,,2,3,2,2,2,1,1,3,0
6,2,6,0,0,2,7e-06,114,0,254,0,0,0,0,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260552,1424260552,0.007,0.0,0.0,0.0,0.0,0,2,,,2,26,26,17,17,17,17,26,1
8,1745,18,7,1,1,0.018021,1540,1644,31,29,4,4,2,641029.875,689417.875,16,18,255,255,2787675386,642011794,96,91,0,0,71.67145,2.167514,1424261708,1424261708,1.1812,1.033177,0.000564,0.000454,0.00011,0,0,,,2,13,22,17,18,13,2,7,0
14,1746,19,8,1,1,0.720032,37500,3380,31,29,18,8,4,408637.4063,36665.03906,52,42,255,255,4101474420,4188312780,721,80,0,0,1088.910459,34.450746,1421946781,1421946782,14.111412,17.548537,0.000724,0.000537,0.000187,0,0,0.0,0.0,0,1,1,1,3,1,1,1,0
9,8,9,6,13,2,59.687565,28832,0,254,0,0,0,2,3827.933105,0.0,106,0,0,0,0,0,272,0,0,0,716.658688,0.0,1424240007,1424240067,568.453062,0.0,0.0,0.0,0.0,0,2,,,2,1,1,1,1,1,1,1,1
11,1747,10,635,1,1,0.039358,2542,23266,31,29,7,14,2,503887.375,4616698.0,40,42,255,255,429335232,2579319450,64,554,0,0,68.631683,64.500509,1424253772,1424253772,1.027368,0.944512,0.000765,0.000625,0.00014,0,0,,,2,9,7,5,7,1,1,4,0
6,2,6,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260252,1424260252,0.009,0.0,0.0,0.0,0.0,0,2,,,2,17,17,17,17,17,17,17,1
9,8,15,6,75,2,4e-06,200,0,254,0,0,0,2,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258809,1424258809,0.004,0.0,0.0,0.0,0.0,0,2,,,2,3,3,2,3,2,2,3,1
3,2,14,0,0,2,6e-06,114,0,254,0,0,0,0,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424245831,1424245831,0.006,0.0,0.0,0.0,0.0,0,2,,,2,35,35,22,23,22,22,35,1
6,1748,16,33,1,1,2.462238,1018,850,254,252,3,2,2,3034.637451,2485.543457,12,10,255,255,402329131,3347408172,85,85,0,0,15620.51826,605.042312,1424241782,1424241784,220.317551,267.556781,0.212179,0.054218,0.157961,0,1,,,2,3,2,1,1,1,1,2,0
12,1749,4,636,1,1,0.015851,2438,19138,31,29,7,13,2,1198157.875,9417702.0,38,40,255,255,3109537608,983059075,64,478,0,0,27.2151,26.509007,1424236768,1424236768,0.443514,0.402421,0.0007,0.000557,0.000143,0,0,,,2,3,12,6,3,1,1,1,0
11,1750,13,637,1,1,0.004695,3736,2456,31,29,7,7,2,6013205.5,3953141.5,18,18,255,255,2684153768,2687337138,208,136,0,0,12.785046,0.322331,1424254918,1424254918,0.257588,0.241706,0.000707,0.000582,0.000125,0,0,,,2,3,6,6,4,1,1,3,0
6,8,17,6,3,2,9e-06,200,0,254,0,0,0,2,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223279,1424223279,0.009,0.0,0.0,0.0,0.0,0,2,,,2,8,8,5,13,4,4,8,1
2,2,3,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238968,1424238968,0.003,0.0,0.0,0.0,0.0,0,2,,,2,27,27,24,24,24,24,27,1
28,1751,32,638,1,1,0.71855,1668,27342,29,31,3,9,2,17835.91797,294270.4063,25,30,255,255,2811144812,633624969,67,911,0,0,48.962719,1541.098147,1421937308,1421937309,29.939584,24.609689,0.0,0.0,0.0,0,0,0.0,0.0,0,1,2,1,1,1,1,1,0
15,5,5,0,0,2,7e-06,264,0,60,0,0,0,0,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254861,1424254861,0.007,0.0,0.0,0.0,0.0,0,0,,,2,42,42,42,42,42,19,42,0
3,2,14,0,0,2,6e-06,114,0,254,0,0,0,0,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424246180,1424246180,0.006,0.0,0.0,0.0,0.0,0,2,,,2,36,36,34,34,34,19,36,1
11,1752,10,0,0,0,0.001088,130,162,31,29,0,0,0,477941.1563,595588.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424236120,1424236120,0.033,0.007,0.0,0.0,0.0,0,0,,,2,2,3,4,7,1,1,2,0
2,5,2,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251945,1424251945,0.009,0.0,0.0,0.0,0.0,0,2,,,2,29,29,18,19,18,18,29,1
1,1753,20,4,1,1,1.077102,1684,10168,31,29,3,5,3,11616.35645,71332.14844,14,18,255,255,1244592585,3390974820,120,565,0,0,9236.231294,8090.752583,1424241790,1424241792,82.827228,63.327001,0.000654,0.000539,0.000115,0,0,,,2,1,2,1,1,1,1,1,0
6,1754,9,4,1,1,0.88951,798,354,254,252,2,1,3,6466.481934,2788.052002,10,8,255,255,2666857083,820398465,80,44,1,0,6239.840615,172.356984,1424245286,1424245287,96.368667,116.363289,0.170749,0.074964,0.095785,0,1,1.0,,2,2,1,2,1,1,1,1,1
5,5,7,0,0,2,3e-06,264,0,60,0,0,0,0,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424233355,1424233355,0.003,0.0,0.0,0.0,0.0,0,0,,,2,45,45,25,25,25,25,45,0
7,2,7,0,0,2,7e-06,264,0,60,0,0,0,0,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424245006,1424245006,0.007,0.0,0.0,0.0,0.0,0,0,,,2,37,37,21,21,21,21,37,0
13,1755,18,7,1,1,0.259019,13142,548216,31,29,21,197,2,404140.25,16893434.0,228,438,255,255,268933493,2417827232,58,1252,0,0,61.824445,32.074343,1424220303,1424220303,1.149804,0.594349,0.000605,0.000473,0.000132,0,0,,,2,5,5,4,2,2,1,2,0
11,1756,13,639,0,0,0.00177,544,304,31,29,0,0,2,1844067.875,1030508.5,4,4,0,0,0,0,136,76,0,0,0.653602,0.284454,1424225852,1424225852,0.465667,0.216,0.0,0.0,0.0,0,0,,,2,11,9,3,4,1,1,5,0
3,2,14,0,0,2,1e-06,114,0,254,0,0,0,0,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424247699,1424247699,0.001,0.0,0.0,0.0,0.0,0,2,,,2,39,39,22,22,22,22,39,1
3,2,3,0,0,2,4e-06,114,0,254,0,0,0,0,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231889,1424231889,0.004,0.0,0.0,0.0,0.0,0,2,,,2,29,29,25,24,24,24,29,1
6,5,6,0,0,2,5e-06,114,0,254,0,0,0,0,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424262030,1424262030,0.005,0.0,0.0,0.0,0.0,0,2,,,2,19,27,2,2,2,2,19,1
14,1757,0,8,1,1,0.167779,37424,3276,31,29,18,8,4,1750159.5,152343.2656,52,40,255,255,544194804,545277898,720,82,0,0,444.423466,15.465203,1421941263,1421941263,3.282647,4.287615,0.000703,0.000558,0.000145,0,0,0.0,0.0,0,2,1,2,11,2,1,1,0
2,1758,16,33,1,1,0.517545,1014,820,254,252,3,2,2,14375.56152,11407.7041,12,10,255,255,474064085,2670031893,85,82,0,0,3223.72103,98.200688,1424240802,1424240803,46.187545,51.931777,0.096234,0.050156,0.046078,0,1,,,2,6,6,3,3,2,1,7,1
3,5,14,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424244953,1424244953,0.009,0.0,0.0,0.0,0.0,0,2,,,2,24,24,17,17,17,17,24,1
2,2,3,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238978,1424238978,0.009,0.0,0.0,0.0,0.0,0,2,,,2,45,45,24,24,24,24,45,1
2,8,6,6,76,2,9e-06,200,0,254,0,0,0,2,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237283,1424237283,0.009,0.0,0.0,0.0,0.0,0,2,,,2,13,13,4,5,4,4,13,1
17,1759,20,640,0,0,0.001603,528,304,31,29,0,0,2,1976294.5,1137866.5,4,4,0,0,0,0,132,76,0,0,0.567571,0.262654,1424246057,1424246057,0.404333,0.197667,0.0,0.0,0.0,0,0,,,2,5,3,2,4,1,1,3,0
8,1760,19,0,0,0,0.001017,146,178,31,29,0,0,0,574238.0,700098.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421963594,1421963594,0.006,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,2,4,2,2,1,1,1,0
